Name,Width,Height,Depth,Artist,Country,Price,Category
With the disappearing family_20-2,125,175,0.2,BONGUK LEE,South Korea,"$3,870",Digitals
Light Sleeper!,27.9,21.6,0.3,Afsaneh Safari,Canada,$157,Digitals
Smoking Hot Marilyn,50.8,40.6,1.3,Boo Deity,United States,$485,Digitals
Japanese Girl with veil,42,59.4,0.1,Reimund Konrad,Germany,$480,Digitals
"Ucrania, Sumy",106.7,76.2,0.3,Antonio López,Spain,"$5,449",Digitals
Claremont 12 x 12 2,111.8,111.8,2.5,Howard Spector,United States,"$2,420",Digitals
Berlin Copenhagen 4,111.8,111.8,2.5,Howard Spector,United States,"$2,420",Digitals
Non-repeatable Events,50.8,50.8,0.3,Rachelmauricio Castro,Brazil,$580,Digitals
Colourful Abstract,50.8,76.2,0.3,Elite Art,Australia,"$1,350",Digitals
Augmented Reality Vicious Vincent - Limited Edition of 1,50,50,0.2,Francesca Fini,Italy,"$1,260",Digitals
Point of no return,50,50,0.1,René van den Berg,Netherlands,$325,Digitals
1006antique art collection,101.6,177.8,2.5,Antique Art Collection,Denmark,"$26,000",Digitals
Basement Living,32,34.3,2,Lavinia Wanjau,,"$1,430",Digitals
Lumière de l'Arbre enchanté,16560.8,11089.6,2.5,Julienne aline Meretize,,"$9,000",Digitals
ANITACOAT,61,91.4,1.3,Susanne Jensen,United States,$165,Digitals
13,29.7,42,0.1,AfnAn Mx,United Kingdom,$310,Digitals
Ocean Spirit - Abstract Giclee Print - Limited Edition,83.8,58.4,0.3,Paul Manwaring,United Kingdom,$246,Digitals
Uma luz,100,100,0.1,Ronaldo Weigand,Brazil,$940,Digitals
Europe 12 x 12 6,111.8,111.8,2.5,Howard Spector,United States,"$2,420",Digitals
Earthy Strokes_Abstract,61,91.4,0.3,Aatmica Ojha,United States,$556,Digitals
Crypto Speed 06_SOS_2022_Me,43.2,43.2,0.3,ANDY H JUNg,South Korea,$269,Digitals
Paper Boat,28.2,36.8,0.8,Lavinia Wanjau,,"$1,430",Digitals
3.10.2010,30,25,0,isa levy,United Kingdom,$160,Digitals
My Colorful Africa #12,101.6,152.4,2.5,Gabriel Pevide,United States,"$1,060",Digitals
Circle Six,91.4,91.4,0.3,Paul Manwaring,United Kingdom,$220,Digitals
abstract landscape 01,80,30,2,Adriana Ricciardi,Brazil,$270,Digitals
My Eyes,89,116,3,Urban Tag,France,"$2,560",Digitals
finite memory,100,100,1,Norman ritchie,Chile,"$1,510",Digitals
Last Night,84,59,0.2,David Lagettie,Australia,$330,Digitals
Abstract bliss III,70,90,3,Jose Sunday,Norway,"$2,010",Digitals
Soul Drill,12.7,17.8,0.3,Jose Zazueta,,"$53,939",Digitals
"SAGITTARIUS ""ZODIAC"", Women Goddess Of Nature",40.6,50.8,5.1,AUGUSTO SANCHEZ,United States,$465,Digitals
The Drop 4,50,50,0.1,René van den Berg,Netherlands,$300,Digitals
Fruitful abundance,39,26.2,0.1,Nikolay Devnenski,Germany,$190,Digitals
Times of guns and beauty,26,39,0.1,Nikolay Devnenski,Germany,$190,Digitals
Pull Your Research Together 03— 2020,100,100,0.1,Tevfik Raja,,"$1,410",Digitals
Rune 2 - (Hungarian Cross),254,254,5.1,Daniel Benavides,Colombia,"$1,210",Digitals
NOWA.I.PAINT_2022_21,60,100,0.1,Tibor Andriska,Hungary,$580,Digitals
Kali-Marilyn,91,91,4,Manish Harijan,United Kingdom,"$15,750",Digitals
Black Iz King.,102.4,118.9,0.3,Kenneth Boa-Amponsem,Ghana,$307,Digitals
Mountain of Hope,52,52,0.3,Andres Wiest,United States,$880,Digitals
Behind Hands Canvas,60,60,2,Paolo Ferraina,Italy,"$1,040",Digitals
"same but different, different but same",170,128,0.3,BONGUK LEE,South Korea,"$6,450",Digitals
Come On Feel The Noise,40,40,0.1,Dex X,United Kingdom,$205,Digitals
When you wiggled your toes in delight - hand embellished print,36,37,1,Lila Chatfield,United Kingdom,$380,Digitals
Nina,89,116,3,Urban Tag,France,"$2,560",Digitals
"Ucrania, Lutsk",106.7,76.2,0.3,Antonio López,Spain,"$6,550",Digitals
Koan #3,50,70,0.1,Yancho Sabev,Belgium,$580,Digitals
Delimitation,60,40,0.3,Ori Gerard Frances,France,"$3,110",Digitals
Voyages of the Moon - Colorful Abstract - Giclee,83.8,58.4,0.3,Paul Manwaring,United Kingdom,$279,Digitals
Carnaval (Florestan & Eusebius),96,39.9,0.3,Klaus Rudolph,Germany,$940,Digitals
Metallic Canvas with Floating Frame | Pattern No. 38,101.6,101.6,2.5,Wayne Pegg,United Kingdom,$980,Digitals
JTA0001-005,61,91.4,0.3,Jonathan Thomas Armstrong,United States,"$5,500",Digitals
Top Hat - Van Gogh - Limited Edition of 5,61,61,0.3,Ekow Brew,Ghana,$940,Digitals
Dutch masters the girl with...,50,70,0.1,René van den Berg,Netherlands,$325,Digitals
Vegetable coup. Motion Three.,40.1,30,0.5,Yulia Andreeva,Bulgaria,$200,Digitals
The Neon Devil,45,60,1,Petra Brnardic,Croatia,"$2,320",Digitals
Swimming,72,40,1,Claudio Dell'Osa,Italy,$610,Digitals
Everyday Struggle Of A Man,61,61,0.3,Ibrahim Sawel,Pakistan,$979,Digitals
3.09.2010,30,25,0,isa levy,United Kingdom,$160,Digitals
David Gilmour (Pink Floyd),91.4,61,0.3,Alex Loskutov,United States,$355,Digitals
Walter And Me,50,70,0.2,Jaume Serra Cantallops,Spain,$510,Digitals
Evanescence II,65,80,3,Jose Sunday,Norway,"$2,010",Digitals
MEDUSA #2,121.9,121.9,0.3,Serge Tardif,Canada,"$1,430",Digitals
Stack - Limited Edition of 25,55.9,55.9,0.3,Herman Mhire,United States,$880,Digitals
Crypto McQueen 02_SOS_2022_Me,43.2,43.2,0.3,ANDY H JUNg,South Korea,$269,Digitals
8.09.2010,40,30,0,isa levy,United Kingdom,$160,Digitals
Serenity,91.4,61,0.3,Del Gonzales,,$880,Digitals
untitled 12,70,100,2,Rym Magdi,,$500,Digitals
The Artistic License,50,45,0.1,Sheena Lennox,United Kingdom,$660,Digitals
Three cows graze on a meadow,40,60,1,Svein Ove Hareide,,$155,Digitals
My Colorful Africa #19,101.6,152.4,2.5,Gabriel Pevide,United States,"$1,060",Digitals
Exuberance in yellow and red,61,68.6,0.3,Tariq Ahmed,,"$3,300",Digitals
Lost Cat,7919.7,4991.1,2.5,Matheus Barreto,,$370,Digitals
Natur,80,100,0.3,Magnum Ferra,Germany,$940,Digitals
Floating mines in the pink lake,29.7,42,0.2,Hristo Yordanov,United Kingdom,$260,Digitals
Erotica,72,90,0.1,Constantinos Daldakis,Greece,"$1,140",Digitals
Europe Grid 11,182.9,61,2.5,Howard Spector,United States,"$2,670",Digitals
Solar,10403.8,10403.8,2.5,Marcelo Schatzmann,,"$1,430",Digitals
Space,8128,10160,2.5,Zazzic Sulley,,$640,Digitals
Modular Droplets of Wisdom,50.8,152.4,2.8,David Mew,United States,"$2,710",Digitals
Red noise V,29.4,21,0.1,Christian Fromhein,Germany,$401,Digitals
Male body,40,33,1,Jovana Braletić,Serbia,$170,Digitals
Mystical night,40.6,61,2.5,Michael Bradley,United States,$190,Digitals
Saga of Kandinsky I # 120004,100,100,0.1,Richard Vachtenberg,Lithuania,"$2,970",Digitals
Water couple 2022,30,45,1,ROYAL VN,,$200,Digitals
His Masters Voice aka AI has a Soul,106,66,0.4,Hans Jongsma,,$960,Digitals
The Universe 25,51,40,0.1,Pia Bandit,Sweden,$200,Digitals
Floral Portrait Painting Flower Winds of Cascading Vibrant Roses,81.3,81.3,0.3,Zakariya elalj,,$455,Digitals
Gökotta,50,50,5,Daniele Chiari,Italy,$540,Digitals
Quadrants,29.7,42,0.2,Hristo Yordanov,United Kingdom,$260,Digitals
Il ciclo della vita / The Cycle of Life (#6),80,80,0.2,Marco Mattiuzzi,Italy,"$1,360",Digitals
Rest,60,90,0.1,Tobias Ginski,,$810,Digitals
THE FANTASY OF UNIVERSE,63.5,45.7,0.5,HOAI NGUYEN,,"$1,600",Digitals
Girl before a Mirror,58.4,83.8,0.3,Paul Manwaring,United Kingdom,$230,Digitals
Metallic Canvas with Floating Frame | Pattern No. 12,101.6,101.6,2.5,Wayne Pegg,United Kingdom,$980,Digitals
Destination Station,32.3,39.4,2,Lavinia Wanjau,,"$1,430",Digitals
1001antique art collection,76.2,127,2.5,Antique Art Collection,Denmark,"$16,000",Digitals
bravery of brave,70,100,1,Norman ritchie,Chile,"$1,508",Digitals
Mass,60,90,0.1,Liselotte Schuppers,Netherlands,"$3,170",Digitals
Orden mundial (world order),70,100,0.1,Javier Aristu,Spain,$380,Digitals
BUTTERFLIES IN WAR 109,30.5,30.5,2.5,aleks rosenberg,,$395,Digitals
Plas II,29.4,21,0.1,Christian Fromhein,Germany,$390,Digitals
JULY,60,80,8,Sara Lisa,France,"$2,250",Digitals
Marius and Rome,80,80,2.5,Paolo Ferraina,Italy,$490,Digitals
Lamees Lovebirds LLB14,39.6,62.2,0.3,Lamees Alhassar,Bahrain,$580,Digitals
Circle No.89,110,110,2,Milan Terzic,Serbia,"$2,630",Digitals
MEDUSA #3,121.9,121.9,0.3,Serge Tardif,Canada,"$1,430",Digitals
The Noble - Van Gogh - Limited Edition of 5,61,61,0.3,Ekow Brew,Ghana,$940,Digitals
Point of no return 2,50,50,0.1,René van den Berg,Netherlands,$300,Digitals
Tachyon - The World Of Paradoxes,106.7,142.2,0.3,Aatmica Ojha,United States,$754,Digitals
1033antique art collection,121.9,152.4,2.5,Antique Art Collection,Denmark,"$10,000",Digitals
1025antique art collection,61,121.9,2.5,Antique Art Collection,Denmark,"$11,000",Digitals
Unconsciously,80,60,1,Jovana Braletić,Serbia,$255,Digitals
Jagged,40,60,2,Gehani Bentharage,Ireland,$460,Digitals
The consequences,50.8,50.8,1,Danny Alvizu Saldaña Alvizo,Mexico,$580,Digitals
New Vibrations 2,50,50,0.1,Gad Laniado,Brazil,$220,Digitals
untitled 8,70,100,2,Rym Magdi,,$500,Digitals
Ethereal Light #2,103,103,4.2,Stephen Griffin,Australia,"$5,350",Digitals
Ocean Point - Abstract,27.9,20.3,3.8,Katrina Mitchell-Cooper,,$615,Digitals
Sowing Still 5,50.8,50.8,0.1,Aimee Timpson,Australia,$220,Digitals
The Arrival,50.8,50.8,0.3,Martin Fry,United Kingdom,$935,Digitals
Pinia,90,60,0.1,Tobias Ginski,,$990,Digitals
Abstract Decorative Digital printable wall art 003,40,40,5,Timotius Suwarsito,Indonesia,$200,Digitals
Autumn Fudge - Limited Edition of 5,81.3,121.9,0.3,Donald Okudu,Nigeria,"$2,710",Digitals
Storm Brewing in the Gulf - Limited Edition of 25,55.9,73.7,0.3,Herman Mhire,United States,"$1,080",Digitals
1051antique art collection,121.9,152.4,2.5,Antique Art Collection,Denmark,"$26,000",Digitals
1040antique art collection,121.9,152.4,2.5,Antique Art Collection,Denmark,"$13,000",Digitals
The heart wants what it wants,86.4,86.4,0.1,Mohammad Oweini,Lebanon,"$3,270",Digitals
One II,70,50,2,Jaume Serra Cantallops,Spain,$495,Digitals
Love Will Tear Us Appart Again (Ian Curtis),70,50,0.2,Jaume Serra Cantallops,Spain,$740,Digitals
July,76.2,76.2,1,Kin Karol Fetalver,Philippines,"$1,059",Digitals
Hats,7.6,7.6,2.5,Ziyi Xno,,"$8,910",Digitals
The Gods Watch,76.2,55.9,0.3,Lee Zasloff,United States,"$1,400",Digitals
Geometric Abstract,76.2,50.8,0.3,Elite Art,Australia,$830,Digitals
Cute Panda,30,42,0.1,Rendi Ansyah,Indonesia,$500,Digitals
KONG 4,18,27,0.2,Freegar Net,Mexico,$250,Digitals
Pull Your Research Together 06— 2020,100,100,0.1,Tevfik Raja,,"$1,410",Digitals
Thin Lines II,119.4,76.2,0.1,Amna Tariq,Pakistan,$640,Digitals
"The snake, his or histamine",86.4,86.4,0.1,Mohammad Oweini,Lebanon,"$4,270",Digitals
Majestic (Color),91.4,61,0.3,Del Gonzales,,"$1,700",Digitals
Deformities Born of Beauty,76.2,101.6,5.1,Maygun Gauge,United States,"$3,287",Digitals
Woman II,39.6,54.6,0.1,Eduardo Sacramento,Brazil,"$7,550",Digitals
Christ in Marble!,61,91.4,0.3,Aatmica Ojha,United States,$680,Digitals
The Sleeping Drunk (Version no1),90.1,90,0.1,Mario Ubaldino,Italy,$790,Digitals
Van Gogh Eight - Limited Edition of 1,100.1,106.4,0.3,Massimo Magee,United Kingdom,"$1,140",Digitals
1641 - Limited Edition of 1,69.8,80,0.3,José Luis Guerrero,Mexico,"$1,360",Digitals
1057antique art collection,152.4,121.9,2.5,Antique Art Collection,Denmark,"$6,550",Digitals
secret garden,70,70,1,Giulio Iurissevich,Italy,"$1,560",Digitals
FOOD,43.2,61,0,Mikaila Lotierzo,,"$1,030",Digitals
Two,30,40,0.1,Manuel Valle,Colombia,$320,Digitals
Le philarmoniste,70,104,0.1,Matthieu Ravet,France,$840,Digitals
DC Virginia 4,101.6,101.6,2.5,Howard Spector,United States,"$2,170",Digitals
Alone In The Light,63.5,45.7,0.5,HOAI NGUYEN,,"$1,300",Digitals
The Lost Love,63.5,45.7,0.5,HOAI NGUYEN,,"$1,600",Digitals
JTA0001-021,61,91.4,0.3,Jonathan Thomas Armstrong,United States,"$5,500",Digitals
JTA0001-018,61,91.4,0.3,Jonathan Thomas Armstrong,United States,"$5,500",Digitals
Animals Anatomy no.1 - Limited Edition of 7,95,63,0.1,Prapat Jiwarangsan,Thailand,$545,Digitals
Van Gogh Five - Limited Edition of 1,100.1,106.4,0.3,Massimo Magee,United Kingdom,"$1,140",Digitals
Vincent #1890 - Limited Edition of 1,80,80,3,Sait Mingü,Turkey,"$3,275",Digitals
673 - Limited Edition of 1,69.8,80,0.3,José Luis Guerrero,Mexico,"$1,360",Digitals
Santa Fe Totem - Limited Edition of 25,55.9,73.7,0.3,Herman Mhire,United States,"$1,080",Digitals
Bedtime,20,18,0.1,Lavinia Wanjau,,"$1,430",Digitals
Innocence,86.4,86.4,0.1,Mohammad Oweini,Lebanon,"$4,270",Digitals
Rough Collie Altered Art Last Supper Renaissance Dog Print,45.7,30.5,0.3,Nobility Dogs,United Kingdom,$150,Digitals
Tranquil,91.4,61,0.3,Del Gonzales,,$880,Digitals
Another civilization's afterlife #80108,100,100,0.1,Richard Vachtenberg,Lithuania,"$2,510",Digitals
JTA0006-016,91.4,61,0.3,Jonathan Thomas Armstrong,United States,"$5,500",Digitals
Red and Yellow Flowers,91.4,61,1.8,Rene Smoller,,"$1,800",Digitals
ON/OFF series: Kind,59.4,42,3,Vincent Y,Hong Kong,"$1,660",Digitals
Lonely,119,78,0.1,Muhammad Amdad Hossain,Bangladesh,"$2,210",Digitals
ABSTRACT ART FACE FRAMED #043,90,120,0.1,Diogo Areas Galeria,Brazil,"$1,810",Digitals
Rosie Drip,50.8,40.6,1.3,Boo Deity,United States,$485,Digitals
Erotica,67.5,90,0.1,Constantinos Daldakis,Greece,"$1,140",Digitals
"Pencil sketch,wall art,people and portrait ,home decor",59.4,42,0.1,TANISHQ PARULEKAR,India,$190,Digitals
Tales & Imagination..........,140,200,4,antonis dimitriou,Greece,"$3,770",Digitals
Trench Octopus Vol1 no.1,45,44,0.1,Ramit Kumar,India,$179,Digitals
Metallic Canvas with Floating Frame | Pattern No. 1,101.6,101.6,2.5,Wayne Pegg,United Kingdom,$980,Digitals
The Girl who Stops the Bombs (Version no 1),109.1,70,0.1,Mario Ubaldino,Italy,$969,Digitals
Van Gogh Sixteen - Limited Edition of 1,100.1,106.4,0.3,Massimo Magee,United Kingdom,"$1,140",Digitals
"Pencil sketch,wall art,people and portrait ,home decor",23.4,16.5,0,TANISHQ PARULEKAR,India,$190,Digitals
Tales & Imagination..........,55.1,78.7,1.6,antonis dimitriou,Greece,"$3,770",Digitals
Trench Octopus Vol1 no.1,17.7,17.3,0,Ramit Kumar,India,$179,Digitals
Metallic Canvas with Floating Frame | Pattern No. 1,40,40,1,Wayne Pegg,United Kingdom,$980,Digitals
The Girl who Stops the Bombs (Version no 1),43,27.6,0,Mario Ubaldino,Italy,$969,Digitals
Van Gogh Sixteen - Limited Edition of 1,39.4,41.9,0.1,Massimo Magee,United Kingdom,"$1,140",Digitals
2024 - Limited Edition of 1,27.5,31.5,0.1,José Luis Guerrero,Mexico,"$1,360",Digitals
1030antique art collection,48,60,1,Antique Art Collection,Denmark,"$16,000",Digitals
Alphabeth,39.4,39.4,0.2,Ellen Novara-da Lima,Netherlands,"$2,710",Digitals
Enigma,22,29,0.1,Herman Mhire,United States,"$1,080",Digitals
Water Reflected - Abstract Modern Art,23,33,0.1,Paul Manwaring,United Kingdom,$190,Digitals
Kaleidoscope,30,20,0.2,Janette Leon Speyer,United States,$880,Digitals
BK Black.1,59.1,59.1,0,Leho De Sosa,France,"$1,211",Digitals
Redpine forest at the lake,16.5,23.6,0.4,Svein Ove Hareide,,$170,Digitals
The Gate - Abstract Art - Print,33,23,0.1,Paul Manwaring,United Kingdom,$279,Digitals
The Fire Within,30,20,0.1,Elite Art,Australia,"$1,090",Digitals
Michael '80,49.6,35.4,0,Mario Ubaldino,Italy,$610,Digitals
Labirinto / Labyrinth,31.5,31.5,0.1,Marco Mattiuzzi,Italy,"$1,360",Digitals
Unconsciously,23.6,31.5,0.4,Jovana Braletić,Serbia,$260,Digitals
Gray & Blue vol.2 Painting,20.2,35.2,1,Paul Wesson,New Zealand,"$2,210",Digitals
Saga of Kandinsky I # 120005,39.4,39.4,0,Richard Vachtenberg,Lithuania,"$3,570",Digitals
GETZ:Gilberto,47.2,63,0.4,Tim Cutler,United Kingdom,"$3,849",Digitals
Her Majesty Empress Menen,11.4,16.5,0.4,Jeffie Magina,Kenya,$860,Digitals
My Colorful Africa #9,40,60,1,Gabriel Pevide,United States,"$1,060",Digitals
Orchid1,23.6,23.6,0.4,Kylie Washington,,$190,Digitals
With the disappearing family_exist at the same time,78.7,39.4,0.1,BONGUK LEE,South Korea,"$3,870",Digitals
"Snakes, Birds and Clouds",23.6,15.7,0.6,Vanessa Stefanova,Australia,$430,Digitals
Penguin Digital Art,8,12,8,Mahesh Sabaliya,India,"$21,000",Digitals
Looking Down,12,12,0.1,Mark Lovelock,,$380,Digitals
Cuckoo Children (For Wolf Rilla),24.8,15.7,0.1,Klaus Rudolph,Germany,$740,Digitals
Cold Robot - Limited Edition Giclee Fine Art Print,23,33,0.1,Paul Manwaring,United Kingdom,$279,Digitals
Clay body №5 Limited Edition 1 of 9 Artworks Artwork,31.5,33.6,0.2,Roksolana Deineha,Ukraine,"$1,140",Digitals
Pull Your Research Together 07— 2020,39.4,39.4,0,Tevfik Raja,,"$1,410",Digitals
Ingenue,22,29,0.1,Herman Mhire,United States,"$1,080",Digitals
mixed exercise,39.4,39.4,0.4,Norman ritchie,Chile,"$1,510",Digitals
Terrain in Grey IX,30,38,0,Amna Tariq,Pakistan,$590,Digitals
Face upon VI,8.3,11.6,0,Christian Fromhein,Germany,$580,Digitals
Liquid gold,30,30,1,Oscar Gml,Mexico,$580,Digitals
vision between layers,39.4,39.4,0.4,Norman ritchie,Chile,"$1,410",Digitals
ABSTRACT ART SKULL FRAMED #010,35.4,47.2,0,Diogo Areas Galeria,Brazil,"$1,810",Digitals
The Cyan Shades - Van Gogh - Limited Edition of 5,24,24,0.1,Ekow Brew,Ghana,$940,Digitals
Modern Two Plastic,8.8,15.4,0,Nikolay Devnenski,Germany,$190,Digitals
Passion,48,48,1.5,Irina Gretchanaia,Canada,"$1,330",Digitals
Another civilization's afterlife #80110,39.4,39.4,0,Richard Vachtenberg,Lithuania,"$3,270",Digitals
The Only Queen - Lady Diana,37.3,35.4,0,Mario Ubaldino,Italy,$980,Digitals
Expressionist 06 — 2016,39.4,39.4,0,Tevfik Raja,,"$1,410",Digitals
Burning,39.4,59.1,2,Nabila Leguizamon,,$560,Digitals
Shades of Azul 6475,33.1,23.4,0.4,Steve Kalinda,United Kingdom,"$1,140",Digitals
Dynamic Abstract,30,20,0.1,Elite Art,Australia,$730,Digitals
Wandering Island,19.7,19.7,0.4,Lana Jokhadze,Georgia,$610,Digitals
Metallic Canvas with Floating Frame | Pattern No. 1,40,40,1,Wayne Pegg,United Kingdom,$980,Digitals
Augmented Reality Vincent Flower Power - Limited Edition of 1,19.7,19.7,0.1,Francesca Fini,Italy,"$1,260",Digitals
Audrey Horne,25.2,31.5,0.4,Petra Brnardic,Croatia,"$3,058",Digitals
Violet,19.7,27.6,2,ELV H,Netherlands,$540,Digitals
Close up #13,27.6,27.6,0,Eric Brocherie,France,"$1,380",Digitals
Niau,23.6,35.8,1.2,Caroline Alexandre,,$920,Digitals
matrix,39.4,39.4,0.4,Norman ritchie,Chile,"$1,410",Digitals
"The Same Primal Emotion, Hope and Fear",10,10,0.7,David Mew,United States,$495,Digitals
BK White.1,59.1,59.1,0,Leho De Sosa,France,"$1,211",Digitals
Fantasy World,25,18,0.2,HOAI NGUYEN,,"$1,300",Digitals
Venus,40,30,0.2,Yolanda Santa Cruz,United States,$575,Digitals
Crypto McQueen 09_SOS_2022_Me,17,17,0.1,ANDY H JUNg,South Korea,$269,Digitals
"Women's Right in IRAN, Mahsa Amini",15,19,1,Nasrin Sheykhi,United States,$290,Digitals
Ips I,8.3,8.3,0,Christian Fromhein,Germany,$618,Digitals
Mega Sails #2,23.6,23.6,0.4,Vasco Grilo,,$190,Digitals
It is nine forty eight.,15.7,11.8,0.1,Nette M,Germany,$250,Digitals
‘Happiness’,30,22,0.1,Rachel Raskino,India,"$1,160",Digitals
Augmented Reality Vincent With A Pipe - Limited Edition of 1,19.7,19.7,0.1,Francesca Fini,Italy,"$1,260",Digitals
Augmented Reality Vincent With Top Hat - Limited Edition of 1,19.7,19.7,0.1,Francesca Fini,Italy,"$1,260",Digitals
Extraterrestrial Topography,22,29,0.1,Herman Mhire,United States,"$1,080",Digitals
Elegance,32,40,0,Mohammad Oweini,Lebanon,"$11,000",Digitals
Enhanced checkerboard II,8.3,11.6,0,Christian Fromhein,Germany,$231,Digitals
Anyway elegant,31.5,35.4,0,Mariano Seib,Argentina,$530,Digitals
The Legend of Morgan le Fay,15.7,23.6,0.4,Norman Clark,France,$175,Digitals
Lucid Dream,26.1,42.7,28.3,Santiago Jessen,,"$16,928",Digitals
Erotica,23.6,35.4,0,Constantinos Daldakis,Greece,"$1,140",Digitals
church street,31.5,26,0.4,bert uytley,Netherlands,$380,Digitals
Knight,36,24,2,Rinto Francis,India,$480,Digitals
"Emtyset 1, Unit 10",36,36,0,Danie Wood,Canada,"$1,060",Digitals
Little Moth,29.9,39.8,0,Jeinna Louise Perez,,$170,Digitals
Surfer Girl ll,20,20,0.3,Felix Burgos,United States,$600,Digitals
Still Solving Riddles,24,24,0,Mohammad Oweini,Lebanon,"$3,603",Digitals
Deer,24,36,2,Rinto Francis,India,$170,Digitals
Three Guitars,40,36,0.1,Katy Breen,United States,$565,Digitals
We are Safe now,39.4,39.4,0,Rojeh Maher,Egypt,$380,Digitals
Merlin the Magician 1,23.6,15.7,0.4,Norman Clark,France,$175,Digitals
Anima Animus 1,15.7,15.7,0.4,Norman Clark,France,$420,Digitals
Japanese Girl with red negligee,16.5,23.4,0,Reimund Konrad,Germany,$480,Digitals
Digital Sketch 01,19.7,27.6,0,Sebastian Balaciu,Romania,$320,Digitals
Dipavali decoration,27,27,0.1,Devine Arts,India,"$1,699",Digitals
Painting 12 x 12 4,40,40,1,Howard Spector,United States,"$2,170",Digitals
"Day-O, The Banana Boat Song",16,16,0.1,Robert Meganck,United States,$150,Digitals
Van Gogh Two - Limited Edition of 1,39.4,41.9,0.1,Massimo Magee,United Kingdom,"$1,140",Digitals
Modern One Plastic,8.8,15.4,0,Nikolay Devnenski,Germany,$190,Digitals
Siesta Series 1,15.7,15.7,0.4,Peachy Honey,Spain,$220,Digitals
Diplopia,22,29,0.1,Herman Mhire,United States,"$1,080",Digitals
Journey,22,29,0.1,Herman Mhire,United States,"$1,080",Digitals
Vampire Moon,11,11,0,Misha Page,,$200,Digitals
The Elephant In The Room,39.4,42.5,0.4,Kitsune Kowai,Belgium,"$4,270",Digitals
Bauhaus Whisper,14.2,21.5,0,John Hobbs,United Kingdom,$355,Digitals
Yhai Seng,22,33,0.1,Rendi Ansyah,Indonesia,$460,Digitals
Round Evening - Limited Edition of 1,70.6,72.1,0.3,Massimo Magee,United Kingdom,"$2,740",Digitals
Swirl 2: Bird Eye View - Limited Edition of 9,91.4,91.4,0.3,Saqib Akhtar,Pakistan,$545,Digitals
Procesing No.24,100,100,1,Milan Terzic,Serbia,"$2,630",Digitals
Name 2,50.8,50.8,1.9,Terrell Iverson,United States,"$2,222",Digitals
5.10.2010,40,30,0,isa levy,United Kingdom,$160,Digitals
Without Remedies or Varo,50.8,50.8,1,Danny Alvizu Saldaña Alvizo,Mexico,$580,Digitals
Unity #2,103,103,4.2,Stephen Griffin,Australia,"$5,350",Digitals
London Calling,40.6,40.6,0.3,Robert Meganck,United States,$150,Digitals
Mind Twist,91.4,61,0.3,Color out of Place,Canada,"$2,010",Digitals
Manchurian Candidate,101.6,76.2,0.3,Hector Carbuccia,Dominican Republic,"$1,140",Digitals
